SSC_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC21555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,6,7,18,0,43
SSC21556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,13
SSC21557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,3,0,6,0,31
SSC21558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
SSC21559,0,8,7,6,18,10,5,13,3,73,0,3,3,3,10,20,0,10,17,74,50,173,153,181,284,325,168,251,30,1615
SSC21560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,8
SSC21561,10,9,8,13,18,19,7,18,0,94,6,10,4,4,7,9,8,14,19,86,131,291,243,268,342,337,220,340,43,2211
SSC21562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,7,0,12,0,43
SSC21563,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,6,0,0,0,4,3,28,22,23,23,30,16,20,5,181
SSC21564,9,20,7,17,20,24,8,21,0,122,8,4,7,10,12,16,4,13,3,79,119,329,257,300,427,416,250,364,23,2481
SSC21565,4,17,12,19,45,24,21,11,3,146,5,20,32,20,48,45,13,16,55,249,131,428,511,413,1001,939,340,454,96,4306
SSC21566,0,0,0,0,3,3,7,0,0,13,0,0,0,0,0,0,0,0,3,9,16,36,18,24,43,34,24,42,3,235
SSC21567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,12
SSC21568,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,10,6,41,29,24,13,23,7,43,4,198
SSC21569,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,4,11,14,27,11,14,11,14,4,105
SSC21570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,4,3,3,0,31
SSC21571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,7,5,4,6,28
SSC21572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,11,5,16,5,4,9,0,70
SSC21573,0,3,4,3,3,0,0,0,0,23,0,5,0,0,3,3,0,0,5,14,25,85,95,73,80,84,44,80,11,570
SSC21574,0,3,0,3,0,0,0,0,0,13,0,4,0,0,0,0,0,3,0,13,32,73,58,55,38,37,23,47,7,372
SSC21575,0,3,0,0,4,0,0,0,0,13,0,7,0,4,3,8,0,3,0,21,9,67,54,59,68,65,35,53,5,409
SSC21576,0,30,12,15,15,6,14,16,3,116,0,24,21,18,17,33,7,45,31,199,123,614,517,481,584,884,499,1096,71,4873
SSC21577,3,42,31,31,31,40,29,36,3,245,10,59,31,28,45,82,27,55,78,413,265,1462,1205,1031,1345,2004,1021,1955,154,10448
SSC21578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
SSC21579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,16,15,9,14,23,9,35,3,129
SSC21580,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,6,22,39,48,41,47,43,19,55,9,328
SSC21581,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,9,11,12,18,14,11,19,0,106
SSC21582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,17,6,10,19,10,20,3,87
SSC21583,0,4,5,6,5,11,3,3,0,37,0,6,5,3,3,5,0,10,7,41,54,198,137,139,196,242,134,211,22,1332
SSC21584,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,9,3,10,0,40
SSC21585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,4,0,3,0,12,5,29
SSC21586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SSC21587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21588,3,27,10,14,5,11,8,17,0,98,7,11,9,3,11,12,4,14,23,103,84,309,230,297,288,369,201,399,45,2227
SSC21589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3
SSC21590,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,7,0,10,8,9,8,12,4,22,0,69
SSC21591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,8,12,11,19,4,20,0,84
SSC21592,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,7,19,17,9,18,11,4,14,0,101
SSC21593,7,26,31,23,47,37,40,25,0,239,16,22,31,22,60,49,20,32,53,300,187,633,717,682,1383,1475,606,884,91,6665
SSC21594,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,8,10,15,6,0,11,0,47
SSC21595,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,6,14,15,7,17,22,9,17,0,114
SSC21596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21597,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,8,8,29,29,27,28,43,19,40,4,227
SSC21598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,9,3,10,0,22,0,57
SSC21599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SSC21600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,15
SSC21601,0,3,0,0,3,6,6,7,0,26,0,4,0,4,10,3,0,4,5,21,28,58,66,72,137,120,74,109,13,673
SSC21602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,3,3,7,6,3,0,0,12,3,43
SSC21603,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,8,3,4,4,0,4,0,28
SSC21604,3,0,3,3,7,4,0,5,0,21,0,0,0,3,4,6,0,0,5,14,33,109,74,110,173,139,77,79,9,806
SSC21605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,7,5,12,0,18,0,50
SSC21607,7,12,13,5,28,17,6,10,3,95,3,6,10,11,21,23,11,9,22,125,101,372,327,366,513,378,190,275,66,2586
SSC21608,0,3,0,0,0,0,0,9,0,19,0,3,3,0,4,3,4,0,3,20,13,32,42,38,43,54,28,51,5,296
SSC21609,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,9,30,20,25,17,13,22,19,4,168
SSC21610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,4,3,22
SSC21611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SSC21612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21613,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,14,9,10,11,21,4,22,4,103
SSC21614,3,3,3,10,8,9,5,8,0,48,5,6,6,3,0,8,9,0,15,48,46,187,133,155,161,193,98,165,33,1171
SSC21615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,10
SSC21616,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,11,4,9,12,13,4,18,0,81
SSC21617,0,0,0,0,0,0,0,3,0,10,0,6,0,0,0,0,0,0,3,10,13,42,25,29,32,46,19,28,4,239
SSC21618,0,14,14,9,11,7,8,15,0,74,0,10,18,8,10,19,9,19,26,120,85,398,349,322,411,582,254,441,37,2888
SSC21619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,4,3,0,25
SSC21620,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,3,4,3,10,4,9,3,3,0,41
SSC21621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,6,7,4,17,3,56
SSC21622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,5,0,19,0,48
SSC21623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,3,3,7,4,4,0,45
SSC21624,5,24,13,15,25,35,20,11,5,144,14,39,33,32,66,40,17,25,83,354,133,575,505,511,1007,740,295,372,172,4308
SSC21625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC21626,0,4,0,3,7,0,0,0,0,11,0,0,3,0,3,4,3,0,7,21,11,50,32,37,47,48,30,79,9,333
SSC21627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,9
SSC21628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,5,3,3,14,0,37
SSC21629,15,74,87,65,95,87,45,47,6,528,55,114,180,63,127,183,57,116,190,1082,595,2322,3226,1651,3563,5122,1848,2728,332,21388
SSC21630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,10,0,30
SSC21631,3,20,12,6,26,22,18,18,0,133,5,16,13,22,32,42,13,17,27,187,98,300,253,334,667,562,236,332,68,2847
SSC21632,3,13,23,24,36,33,19,18,0,163,5,27,16,15,69,47,17,26,54,285,133,413,396,488,1084,851,373,419,106,4268
SSC21633,7,27,21,39,65,70,31,46,6,305,7,30,22,26,73,83,29,29,73,364,283,789,688,848,1675,1597,708,923,147,7648
SSC21634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,3,5,0,25
SSC21635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC21636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,12
SSC21637,7,47,18,29,37,38,18,23,0,226,8,28,15,27,23,51,20,43,49,256,190,755,630,745,1110,1359,702,1006,99,6605
SSC21638,3,0,4,3,0,4,3,3,0,17,0,3,0,9,3,3,3,0,7,28,17,69,56,64,75,85,40,73,13,500
SSC21639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,4,3,17
SSC21640,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,0,10,13,0,35
SSC21641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,3,5,3,9,0,40
SSC21642,0,0,0,5,16,14,3,3,0,44,3,6,3,5,10,5,3,6,5,44,46,115,91,132,215,157,84,139,31,1003
SSC21643,0,0,0,0,4,0,0,0,0,9,0,0,0,0,3,3,0,3,3,15,6,22,17,30,43,34,14,46,3,214
SSC21644,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,16,9,14,17,19,3,17,0,98
SSC21645,0,4,0,0,3,0,3,0,0,10,0,0,0,0,3,5,0,0,3,14,15,32,43,40,50,57,27,83,7,350
SSC21646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,18,0,36
SSC21647,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,17,11,19,12,20,0,26,0,115
SSC21648,8,29,35,23,59,56,44,43,0,300,6,34,13,19,75,66,25,30,51,327,281,701,705,852,1824,1666,790,920,131,7889
SSC21649,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,7,11,9,16,19,6,22,0,90
SSC21650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,3,0,22
SSC21651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,7,15,7,3,18,0,73
SSC21652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,8,3,3,12,0,46
SSC21653,0,3,0,0,0,0,0,0,0,3,0,3,4,0,3,3,0,4,3,22,9,38,27,32,28,33,13,38,3,215
SSC21654,0,3,0,0,3,3,0,0,0,15,0,0,0,0,3,0,0,4,0,13,12,24,32,35,47,65,24,58,3,299
SSC21655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21656,0,0,0,0,0,0,0,3,0,6,3,0,0,4,0,0,0,0,0,5,8,16,14,29,17,32,10,66,3,201
SSC21657,0,0,0,0,3,6,0,0,0,13,0,0,0,0,0,3,0,0,3,12,13,18,19,10,20,39,12,32,10,174
SSC21658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,31
SSC21659,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,3,8,9,15,3,10,3,22,0,73
SSC21660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,8,11,5,15,9,4,0,73
SSC21661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,3,5,0,17
SSC21662,0,0,4,0,6,3,0,0,0,18,3,3,3,3,5,3,0,0,3,19,30,76,70,79,87,87,37,58,5,525
SSC21663,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,8,7,5,13,3,11,0,62
SSC21664,3,3,3,7,27,23,8,6,0,77,0,13,5,12,9,20,7,12,15,91,50,132,119,183,405,363,142,214,34,1638
SSC21665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,13
SSC21666,3,5,3,9,3,5,6,8,0,42,3,6,7,3,9,11,5,18,14,87,49,208,195,191,221,417,197,567,32,2065
SSC21667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,4,4,6,6,0,20,3,49
SSC21668,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,9,9,7,9,18,3,8,3,70
SSC21669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,13
SSC21670,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,3,0,8,20,47,31,34,36,57,25,50,0,297
SSC21671,5,49,41,47,124,110,32,62,6,473,32,55,34,52,92,85,23,47,133,563,443,1595,1250,1605,2811,2245,1141,1717,278,13090
SSC21672,11,69,44,80,134,99,49,60,11,555,16,57,46,58,189,141,28,56,176,757,432,1730,1489,1677,3443,2943,1093,1419,364,14594
SSC21673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,3,11,8,11,12,11,3,77
SSC21674,0,8,5,0,7,5,0,6,0,34,0,8,4,5,4,4,3,0,7,30,23,78,84,82,135,120,49,49,15,634
SSC21675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,3,0,7,3,23
SSC21676,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,4,3,9,3,29
SSC21677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6
SSC21678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,11,0,28
SSC21679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,3,3,4,0,23
SSC21680,3,8,3,7,12,13,3,7,0,53,4,3,4,4,11,10,8,0,6,53,67,176,165,209,278,291,173,213,16,1583
SSC21681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,5,3,13,3,33
SSC21682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,3,0,9,13,19,0,47
SSC21683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,6,4,0,5,4,20,0,46
SSC21684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,3,13,0,26
SSC21685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,21
SSC21686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4
SSC21687,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,3,3,15,6,16,18,22,23,29,11,37,5,172
SSC21688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,3,0,8,0,19
SSC21691,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,3,10,8,19,10,11,19,25,8,35,3,136
SSC21692,0,3,4,0,3,5,0,0,0,18,0,4,10,0,4,3,0,5,6,36,40,126,130,116,122,116,88,124,15,873
SSC21693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,15
SSC21694,5,36,34,37,58,51,21,42,3,285,11,26,23,26,62,69,19,36,54,317,257,973,836,912,1572,1732,799,991,122,8196
SSC21695,0,0,3,3,3,0,3,0,0,15,0,0,0,3,5,0,0,0,6,17,9,59,42,45,96,54,40,50,8,406
SSC21696,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,7,3,6,3,6,0,32
SSC21697,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,7,4,7,3,3,0,13,0,47
SSC21698,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,9,4,5,4,9,3,44
SSC21699,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,10,6,10,6,12,6,23,0,71
SSC21700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,6
SSC21701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,8,0,14
SSC21702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,8,9,10,7,17,10,22,0,80
SSC21703,0,0,3,0,0,4,3,5,0,14,0,0,0,0,0,0,0,0,0,6,10,15,18,16,17,34,9,31,0,149
SSC21704,0,12,17,12,23,25,8,17,0,124,6,11,11,6,21,14,3,11,42,132,124,419,356,390,630,457,246,289,74,2982
SSC21705,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,3,4,3,3,12,22,35,38,23,42,44,26,36,3,266
SSC21706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,12,5,7,7,3,0,45
SSC21707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,11
SSC21708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC21709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,13,0,12,0,42
SSC21710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,3,6,0,4,0,22
SSC21711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,5,0,5,0,16
SSC21712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,4,7,3,7,0,32
SSC21713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,14
SSC21714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,3,6,0,3,8,3,19,3,59
SSC21715,4,9,11,11,7,14,8,12,0,65,3,7,5,3,12,14,3,20,10,84,85,262,181,208,279,302,153,219,31,1737
SSC21716,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,11,10,8,10,11,10,25,4,20,8,106
SSC21717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,5,0,9,0,22
SSC21718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,7,4,8,3,7,0,37
SSC21720,0,13,9,5,13,8,3,9,0,68,0,11,10,6,10,13,4,14,7,68,62,368,263,270,342,474,220,421,18,2441
SSC21721,3,16,7,8,10,16,8,6,0,75,5,21,15,11,5,14,4,11,18,107,71,358,287,349,351,476,246,413,31,2581
SSC21722,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,6,3,7,0,23
SSC21723,3,21,10,20,36,24,11,23,0,155,3,14,5,17,18,43,6,26,26,151,149,549,541,567,755,873,439,669,53,4593
SSC21724,4,19,6,25,30,32,8,35,0,154,4,18,12,15,31,34,12,18,22,158,126,450,355,409,575,608,341,446,43,3360
SSC21725,3,0,3,9,8,0,0,7,0,26,3,3,3,0,0,5,3,5,8,32,30,77,76,75,80,94,43,75,18,566
SSC21726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,3,3,0,12
SSC21727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,8,0,17
SSC21728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,6,14,16,3,12,0,65
SSC21729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,14
SSC21730,6,21,22,34,39,33,17,30,3,210,4,33,23,10,39,37,12,51,58,268,217,870,735,782,1278,1543,770,1286,119,7599
SSC21731,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,8,11,5,6,3,0,42
SSC21732,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,12,5,8,6,3,4,0,52
SSC21733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
SSC21734,0,19,11,14,22,18,13,12,3,116,3,11,11,5,19,23,7,10,29,122,85,329,309,299,528,559,264,386,49,2817
SSC21735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21736,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,3,11,4,3,6,0,33
SSC21737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,10,3,0,3,20,0,51
SSC21738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,0,22
SSC21739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,0,13
SSC21740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC21741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,6,3,9,16,3,54
SSC21742,0,0,0,8,7,8,0,3,0,24,4,4,7,3,3,5,3,4,3,32,10,75,62,90,55,113,50,117,16,591
SSC21743,9,61,46,57,92,115,56,58,10,506,20,42,38,50,119,116,47,71,75,572,379,1397,1084,1220,2247,2184,1103,1350,173,11134
SSC21744,5,10,9,18,39,29,22,10,0,140,3,15,8,4,19,17,10,15,44,145,136,369,297,414,673,535,312,342,97,3174
SSC21745,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,6,5,14,8,4,14,0,63
SSC21746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,6,3,9,3,7,4,32
SSC21747,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,9,4,7,3,9,13,21,5,21,0,90
SSC21748,6,22,11,10,27,27,8,11,3,125,7,10,16,16,23,40,19,12,22,164,161,446,388,400,686,948,480,616,57,4189
SSC21749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,16
SSC21750,0,0,5,0,3,3,0,6,0,19,0,0,3,0,0,0,0,3,0,8,16,62,46,59,61,70,29,62,5,424
SSC21751,17,45,47,64,60,89,25,55,6,397,16,51,36,35,68,83,41,74,92,489,384,1342,1138,1283,1614,1817,995,1411,192,10171
SSC21752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21753,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,5,5,10,10,5,4,16,0,56
SSC21754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC21755,0,0,0,0,0,5,0,0,0,13,0,3,0,0,0,5,3,4,8,26,17,45,67,70,78,95,39,90,12,515
SSC21756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21757,3,24,13,13,31,37,15,30,0,174,11,13,12,11,32,22,12,20,59,199,183,614,502,575,920,646,367,515,115,4447
SSC21758,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,10,9,13,13,4,4,10,0,71
SSC21759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,13
